locus_tag	ftype	length_bp	gene	EC_number	COG	product
54138_Lkimchicus_00359	CDS	930	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
54138_Lkimchicus_00360	CDS	963	hdfR_1			HTH-type transcriptional regulator HdfR
54138_Lkimchicus_00361	CDS	2451	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
54138_Lkimchicus_00362	CDS	1983	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
54138_Lkimchicus_00363	CDS	609	plsY	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
54138_Lkimchicus_00364	CDS	882	lacX_1			Protein LacX, plasmid
54138_Lkimchicus_00365	CDS	1428	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
54138_Lkimchicus_00366	CDS	543	hslV	3.4.25.2		ATP-dependent protease subunit HslV
54138_Lkimchicus_00367	CDS	912	xerC_2		COG4974	Tyrosine recombinase XerC
54138_Lkimchicus_00368	CDS	2100	topA	5.99.1.2		DNA topoisomerase 1
54138_Lkimchicus_00369	CDS	876				hypothetical protein
54138_Lkimchicus_00370	CDS	789	rnhB	3.1.26.4	COG0164	Ribonuclease HII
54138_Lkimchicus_00371	CDS	858	rbgA		COG1161	Ribosome biogenesis GTPase A
54138_Lkimchicus_00372	CDS	219	yozE		COG4479	UPF0346 protein YozE
54138_Lkimchicus_00373	CDS	603				hypothetical protein
54138_Lkimchicus_00374	CDS	915				hypothetical protein
54138_Lkimchicus_00375	CDS	840			COG1307	DegV domain-containing protein SP_1112
54138_Lkimchicus_00376	CDS	672	yqfA		COG1272	UPF0073 inner membrane protein YqfA
54138_Lkimchicus_00377	CDS	495	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
54138_Lkimchicus_00378	CDS	951	thyA	2.1.1.45		Thymidylate synthase
54138_Lkimchicus_00379	CDS	1893	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
54138_Lkimchicus_00380	CDS	1200	cca	2.7.7.72		CCA-adding enzyme
54138_Lkimchicus_00381	CDS	894				hypothetical protein
54138_Lkimchicus_00382	CDS	1275	lapB			Lipopolysaccharide assembly protein B
54138_Lkimchicus_00383	CDS	276	hup			DNA-binding protein HU
54138_Lkimchicus_00384	CDS	1311	der		COG1160	GTPase Der
54138_Lkimchicus_00385	CDS	1242	rps1		COG0539	30S ribosomal protein S1
54138_Lkimchicus_00386	CDS	669	cmk	2.7.4.25	COG0283	Cytidylate kinase
54138_Lkimchicus_00387	CDS	603				hypothetical protein
54138_Lkimchicus_00388	CDS	1443	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
54138_Lkimchicus_00389	CDS	1059				hypothetical protein
54138_Lkimchicus_00390	CDS	594	ribU			Riboflavin transporter RibU
54138_Lkimchicus_00391	CDS	732	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
54138_Lkimchicus_00392	CDS	594	scpB		COG1386	Segregation and condensation protein B
54138_Lkimchicus_00393	CDS	753	scpA		COG1354	Segregation and condensation protein A
54138_Lkimchicus_00394	CDS	357	ribT	2.3.1.-		Protein RibT
54138_Lkimchicus_00395	CDS	888	xerD			Tyrosine recombinase XerD
54138_Lkimchicus_00396	CDS	903	cvfB			Conserved virulence factor B
54138_Lkimchicus_00397	CDS	2892	smc_2			Chromosome partition protein Smc
54138_Lkimchicus_00398	CDS	1758	pyk	2.7.1.40	COG0469	Pyruvate kinase
54138_Lkimchicus_00399	CDS	3375	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
54138_Lkimchicus_00400	CDS	201				hypothetical protein
54138_Lkimchicus_00401	CDS	2598	clpB		COG0542	Chaperone protein ClpB
54138_Lkimchicus_00402	CDS	1239	pepT	3.4.11.4		Peptidase T
54138_Lkimchicus_00403	CDS	1113			COG0327	GTP cyclohydrolase 1 type 2 homolog
54138_Lkimchicus_00404	CDS	696	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
54138_Lkimchicus_00405	CDS	1122	sigA		COG0568	RNA polymerase sigma factor SigA
54138_Lkimchicus_00406	CDS	1839	dnaG	2.7.7.-	COG0358	DNA primase
54138_Lkimchicus_00407	CDS	2073	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
54138_Lkimchicus_00408	CDS	927	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
54138_Lkimchicus_00409	CDS	768	recO		COG1381	DNA repair protein RecO
54138_Lkimchicus_00410	CDS	906	era		COG1159	GTPase Era
54138_Lkimchicus_00411	CDS	390	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
54138_Lkimchicus_00412	CDS	486	ybeY	3.1.-.-		Endoribonuclease YbeY
54138_Lkimchicus_00413	CDS	966			COG1702	PhoH-like protein
54138_Lkimchicus_00414	CDS	447	yqeY		COG1610	Uncharacterized protein YqeY
54138_Lkimchicus_00415	CDS	186	rpsU		COG0828	30S ribosomal protein S21
54138_Lkimchicus_00416	CDS	831	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
54138_Lkimchicus_00417	CDS	930	nfo	3.1.21.2	COG0648	Probable endonuclease 4
54138_Lkimchicus_00418	CDS	1221	tarF	2.7.8.12		Teichoic acid poly(glycerol phosphate) polymerase
54138_Lkimchicus_00419	CDS	807	tagG		COG1682	Teichoic acid translocation permease protein TagG
54138_Lkimchicus_00420	CDS	1158	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
54138_Lkimchicus_00421	CDS	876				hypothetical protein
54138_Lkimchicus_00422	CDS	543	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
54138_Lkimchicus_00423	CDS	1788	aspS	6.1.1.12		Aspartate--tRNA ligase
54138_Lkimchicus_00424	CDS	1284	hisS	6.1.1.21		Histidine--tRNA ligase
54138_Lkimchicus_00425	CDS	849				hypothetical protein
54138_Lkimchicus_00426	CDS	840				hypothetical protein
54138_Lkimchicus_00427	CDS	645	gph_1	3.1.3.18		Phosphoglycolate phosphatase
54138_Lkimchicus_00428	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
54138_Lkimchicus_00429	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
54138_Lkimchicus_00430	CDS	327				hypothetical protein
54138_Lkimchicus_00431	CDS	747	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
54138_Lkimchicus_00432	CDS	960	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
54138_Lkimchicus_00433	CDS	402		3.2.2.-		Putative 3-methyladenine DNA glycosylase
54138_Lkimchicus_00434	CDS	177		3.2.2.-		Putative 3-methyladenine DNA glycosylase
54138_Lkimchicus_00435	CDS	300				hypothetical protein
54138_Lkimchicus_00436	CDS	441				hypothetical protein
54138_Lkimchicus_00437	CDS	525				hypothetical protein
54138_Lkimchicus_00438	CDS	234				hypothetical protein
54138_Lkimchicus_00439	CDS	120				hypothetical protein
54138_Lkimchicus_00440	CDS	141				hypothetical protein
54138_Lkimchicus_00441	CDS	186				hypothetical protein
54138_Lkimchicus_00442	CDS	174				hypothetical protein
54138_Lkimchicus_00443	CDS	270				hypothetical protein
54138_Lkimchicus_00444	CDS	2217	agaA	3.2.1.22		Alpha-galactosidase AgaA
54138_Lkimchicus_00445	CDS	1839	lepA_1	3.6.5.-		Elongation factor 4
54138_Lkimchicus_00446	CDS	1152	dnaJ		COG0484	Chaperone protein DnaJ
54138_Lkimchicus_00447	CDS	1875	dnaK		COG0443	Chaperone protein DnaK
54138_Lkimchicus_00448	CDS	597	grpE			Protein GrpE
54138_Lkimchicus_00449	CDS	1017	hrcA		COG1420	Heat-inducible transcription repressor HrcA
54138_Lkimchicus_00450	CDS	969	ribF			Riboflavin biosynthesis protein RibF
54138_Lkimchicus_00451	CDS	900	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
54138_Lkimchicus_00452	CDS	360	rbfA			Ribosome-binding factor A
54138_Lkimchicus_00453	CDS	2511	lepA_2			Elongation factor 4
54138_Lkimchicus_00454	CDS	351	rplGA		COG1358	Probable ribosomal protein YlxQ
54138_Lkimchicus_00455	CDS	300				hypothetical protein
54138_Lkimchicus_00456	CDS	1203	nusA		COG0195	Transcription termination/antitermination protein NusA
54138_Lkimchicus_00457	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
54138_Lkimchicus_00458	CDS	4323	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
54138_Lkimchicus_00459	CDS	1731	proS	6.1.1.15	COG0442	Proline--tRNA ligase
54138_Lkimchicus_00460	CDS	1275	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
54138_Lkimchicus_00461	CDS	789				hypothetical protein
54138_Lkimchicus_00462	CDS	780	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
54138_Lkimchicus_00463	CDS	420				hypothetical protein
54138_Lkimchicus_00464	CDS	558	frr			Ribosome-recycling factor
54138_Lkimchicus_00465	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
54138_Lkimchicus_00466	CDS	888	tsf			Elongation factor Ts
54138_Lkimchicus_00467	CDS	786	rpsB		COG0052	30S ribosomal protein S2
54138_Lkimchicus_00468	CDS	705	gph_2	3.1.3.18		Phosphoglycolate phosphatase
54138_Lkimchicus_00469	CDS	999	ldhD_1	1.1.1.28	COG1052	D-lactate/D-glycerate dehydrogenase
54138_Lkimchicus_00470	CDS	297			COG2827	UPF0213 protein EF_2693
54138_Lkimchicus_00471	CDS	774	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
54138_Lkimchicus_00472	CDS	630	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
54138_Lkimchicus_00473	CDS	225				UPF0154 protein SA1178
54138_Lkimchicus_00474	CDS	246				UPF0291 protein SA1176
54138_Lkimchicus_00475	CDS	630	lexA_1	3.4.21.88	COG1974	LexA repressor
54138_Lkimchicus_00476	CDS	1167	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
54138_Lkimchicus_00477	CDS	216				hypothetical protein
54138_Lkimchicus_00478	CDS	267	ptsH_1		COG1925	Phosphocarrier protein HPr
54138_Lkimchicus_00479	CDS	333				hypothetical protein
54138_Lkimchicus_00480	CDS	486				hypothetical protein
54138_Lkimchicus_00481	CDS	138				hypothetical protein
54138_Lkimchicus_00482	CDS	999				hypothetical protein
54138_Lkimchicus_00483	CDS	441				Putative universal stress protein SA1532
54138_Lkimchicus_00484	CDS	1026				hypothetical protein
54138_Lkimchicus_00485	CDS	927	pld	3.1.4.4		Phospholipase D
54138_Lkimchicus_00486	CDS	765				hypothetical protein
54138_Lkimchicus_00487	CDS	150				hypothetical protein
54138_Lkimchicus_00488	CDS	318				hypothetical protein
54138_Lkimchicus_00489	CDS	264				hypothetical protein
54138_Lkimchicus_00490	CDS	219				hypothetical protein
54138_Lkimchicus_00491	CDS	426				hypothetical protein
54138_Lkimchicus_00492	CDS	1167				hypothetical protein
54138_Lkimchicus_00493	CDS	162				hypothetical protein
54138_Lkimchicus_00494	CDS	1164				hypothetical protein
54138_Lkimchicus_00495	CDS	2634				hypothetical protein
54138_Lkimchicus_00496	CDS	1881				hypothetical protein
54138_Lkimchicus_00497	CDS	5385				hypothetical protein
54138_Lkimchicus_00498	CDS	399				hypothetical protein
54138_Lkimchicus_00499	CDS	621				hypothetical protein
54138_Lkimchicus_00500	CDS	375				hypothetical protein
54138_Lkimchicus_00501	CDS	423				hypothetical protein
54138_Lkimchicus_00502	CDS	354				hypothetical protein
54138_Lkimchicus_00503	CDS	339				hypothetical protein
54138_Lkimchicus_00504	CDS	690				hypothetical protein
54138_Lkimchicus_00505	CDS	1206				hypothetical protein
54138_Lkimchicus_00506	CDS	780	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
54138_Lkimchicus_00507	CDS	1167				hypothetical protein
54138_Lkimchicus_00508	CDS	171				hypothetical protein
54138_Lkimchicus_00509	CDS	1872				hypothetical protein
54138_Lkimchicus_00510	CDS	456				hypothetical protein
54138_Lkimchicus_00511	CDS	516				hypothetical protein
54138_Lkimchicus_00512	CDS	321				hypothetical protein
54138_Lkimchicus_00513	CDS	222				hypothetical protein
54138_Lkimchicus_00514	CDS	435				hypothetical protein
54138_Lkimchicus_00515	CDS	201				hypothetical protein
54138_Lkimchicus_00516	CDS	282				hypothetical protein
54138_Lkimchicus_00517	CDS	450				hypothetical protein
54138_Lkimchicus_00518	CDS	210				hypothetical protein
54138_Lkimchicus_00519	CDS	354				hypothetical protein
54138_Lkimchicus_00520	CDS	234				hypothetical protein
54138_Lkimchicus_00521	CDS	318				hypothetical protein
54138_Lkimchicus_00522	CDS	1260				hypothetical protein
54138_Lkimchicus_00523	CDS	798				hypothetical protein
54138_Lkimchicus_00524	CDS	621				hypothetical protein
54138_Lkimchicus_00525	CDS	720				hypothetical protein
54138_Lkimchicus_00526	CDS	1374	radD_1	3.6.4.12	COG1061	Putative DNA repair helicase RadD
54138_Lkimchicus_00527	CDS	195				hypothetical protein
54138_Lkimchicus_00528	CDS	483				hypothetical protein
54138_Lkimchicus_00529	CDS	123				hypothetical protein
54138_Lkimchicus_00530	CDS	150				hypothetical protein
54138_Lkimchicus_00531	CDS	105				hypothetical protein
54138_Lkimchicus_00532	CDS	111				hypothetical protein
54138_Lkimchicus_00533	CDS	261				hypothetical protein
54138_Lkimchicus_00534	CDS	717				hypothetical protein
54138_Lkimchicus_00535	CDS	207				hypothetical protein
54138_Lkimchicus_00536	CDS	228				hypothetical protein
54138_Lkimchicus_00537	CDS	336				hypothetical protein
54138_Lkimchicus_00538	CDS	414				hypothetical protein
54138_Lkimchicus_00539	CDS	453				hypothetical protein
54138_Lkimchicus_00540	CDS	303				hypothetical protein
54138_Lkimchicus_00541	CDS	1164	xerC_3			Tyrosine recombinase XerC
54138_Lkimchicus_00542	tRNA	88				tRNA-Ser(cga)
54138_Lkimchicus_00543	CDS	522	apt	2.4.2.7		Adenine phosphoribosyltransferase
54138_Lkimchicus_00544	CDS	2328				hypothetical protein
54138_Lkimchicus_00545	CDS	360				hypothetical protein
54138_Lkimchicus_00546	CDS	942	rnz	3.1.26.11	COG1234	Ribonuclease Z
54138_Lkimchicus_00547	CDS	273				hypothetical protein
54138_Lkimchicus_00548	CDS	726				hypothetical protein
54138_Lkimchicus_00549	CDS	1299	obg	3.6.5.-	COG0536	GTPase Obg
54138_Lkimchicus_00550	CDS	1788	uvrC		COG0322	UvrABC system protein C
54138_Lkimchicus_00551	CDS	750	artM		COG1126	Arginine transport ATP-binding protein ArtM
54138_Lkimchicus_00552	CDS	1476	mltF_1			Membrane-bound lytic murein transglycosylase F
54138_Lkimchicus_00553	CDS	171				hypothetical protein
54138_Lkimchicus_00554	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
54138_Lkimchicus_00555	CDS	1296	argG	6.3.4.5		Argininosuccinate synthase
54138_Lkimchicus_00556	CDS	288				hypothetical protein
54138_Lkimchicus_00557	CDS	597	engB		COG0218	Probable GTP-binding protein EngB
54138_Lkimchicus_00558	CDS	1251	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
54138_Lkimchicus_00559	CDS	1326	tig	5.2.1.8	COG0544	Trigger factor
54138_Lkimchicus_00560	CDS	1188	tuf			Elongation factor Tu
54138_Lkimchicus_00561	CDS	915				hypothetical protein
54138_Lkimchicus_00562	CDS	1737	rnj2	3.1.-.-		Ribonuclease J 2
54138_Lkimchicus_00563	CDS	270	rpsO		COG0184	30S ribosomal protein S15
54138_Lkimchicus_00564	CDS	264	rpsT		COG0268	30S ribosomal protein S20
54138_Lkimchicus_00565	CDS	1020	yqeN		COG1466	Uncharacterized protein YqeN
54138_Lkimchicus_00566	CDS	1059	comEC		COG0658	ComE operon protein 3
54138_Lkimchicus_00567	CDS	990				hypothetical protein
54138_Lkimchicus_00568	CDS	483	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
54138_Lkimchicus_00569	CDS	678	comEA		COG1555	ComE operon protein 1
54138_Lkimchicus_00570	CDS	1050	ylbL		COG3480	Uncharacterized protein YlbL
54138_Lkimchicus_00571	CDS	483	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
54138_Lkimchicus_00572	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
54138_Lkimchicus_00573	CDS	291				hypothetical protein
54138_Lkimchicus_00574	CDS	1188	ftsW	2.4.1.129	COG0772	Probable peptidoglycan glycosyltransferase FtsW
54138_Lkimchicus_00575	CDS	1842	typA		COG1217	GTP-binding protein TypA/BipA
54138_Lkimchicus_00576	CDS	786	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
54138_Lkimchicus_00577	CDS	282			COG4476	UPF0223 protein BH2638
54138_Lkimchicus_00578	CDS	1425	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
54138_Lkimchicus_00579	CDS	1299	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
54138_Lkimchicus_00580	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
54138_Lkimchicus_00581	CDS	1116	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
54138_Lkimchicus_00582	CDS	561	def	3.5.1.88	COG0242	Peptide deformylase
54138_Lkimchicus_00583	CDS	495				hypothetical protein
54138_Lkimchicus_00584	CDS	219				UPF0356 protein M6_Spy1605
54138_Lkimchicus_00585	CDS	1677	rnj1	3.1.-.-		Ribonuclease J 1
54138_Lkimchicus_00586	CDS	957	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
54138_Lkimchicus_00587	CDS	165				hypothetical protein
54138_Lkimchicus_00588	CDS	306				IS200/IS605 family transposase ISStin10
54138_Lkimchicus_00589	CDS	207				hypothetical protein
54138_Lkimchicus_00590	CDS	963	lytE	3.4.-.-		Probable peptidoglycan endopeptidase LytE
54138_Lkimchicus_00591	CDS	744				hypothetical protein
54138_Lkimchicus_00592	CDS	891	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
54138_Lkimchicus_00593	CDS	1113	ykfB_1	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
54138_Lkimchicus_00594	CDS	396	argR_3			Arginine repressor
54138_Lkimchicus_00595	CDS	702	ntcA			Global nitrogen regulator
54138_Lkimchicus_00596	CDS	966	arcC1	2.7.2.2	COG0549	Carbamate kinase 1
54138_Lkimchicus_00597	CDS	1029	arcB_1	2.1.3.3		Ornithine carbamoyltransferase, catabolic
54138_Lkimchicus_00598	CDS	1122	arcA_1	3.5.3.6		Arginine deiminase
54138_Lkimchicus_00599	CDS	1023	rbsR		COG1609	Ribose operon repressor
54138_Lkimchicus_00600	CDS	993	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
54138_Lkimchicus_00601	CDS	903	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
54138_Lkimchicus_00602	CDS	987	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
54138_Lkimchicus_00603	CDS	2520	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
54138_Lkimchicus_00604	CDS	684				hypothetical protein
54138_Lkimchicus_00605	CDS	666	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
54138_Lkimchicus_00606	CDS	1125	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
54138_Lkimchicus_00607	CDS	348				hypothetical protein
54138_Lkimchicus_00608	CDS	1167	iscS_1	2.8.1.7		Cysteine desulfurase IscS
54138_Lkimchicus_00609	CDS	666	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
54138_Lkimchicus_00610	CDS	312				hypothetical protein
54138_Lkimchicus_00611	CDS	555	nudF_1	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
54138_Lkimchicus_00612	CDS	228	csp_1		COG1278	Cold shock-like protein
54138_Lkimchicus_00613	CDS	2808	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
54138_Lkimchicus_00614	CDS	726	gpsB_2			Cell cycle protein GpsB
54138_Lkimchicus_00615	CDS	783				hypothetical protein
54138_Lkimchicus_00616	CDS	282				hypothetical protein
54138_Lkimchicus_00617	CDS	441	sepF		COG1799	Cell division protein SepF
54138_Lkimchicus_00618	CDS	1233	ftsZ		COG0206	Cell division protein FtsZ
54138_Lkimchicus_00619	CDS	1329	ftsA		COG0849	Cell division protein FtsA
54138_Lkimchicus_00620	CDS	840	divIB		COG1589	Cell division protein DivIB
54138_Lkimchicus_00621	CDS	1098	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
54138_Lkimchicus_00622	CDS	1380	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
54138_Lkimchicus_00623	CDS	957	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
54138_Lkimchicus_00624	CDS	2148	pbpB		COG0768	Penicillin-binding protein 2B
54138_Lkimchicus_00625	CDS	390	ftsL			Cell division protein FtsL
54138_Lkimchicus_00626	CDS	954	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
54138_Lkimchicus_00627	CDS	432	mraZ			Transcriptional regulator MraZ
54138_Lkimchicus_00628	CDS	351				hypothetical protein
54138_Lkimchicus_00629	CDS	2322	spoIIIE		COG1674	DNA translocase SpoIIIE
54138_Lkimchicus_00630	CDS	516	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
54138_Lkimchicus_00631	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
54138_Lkimchicus_00632	CDS	1155				hypothetical protein
54138_Lkimchicus_00633	CDS	600	cutC		COG3142	Copper homeostasis protein CutC
54138_Lkimchicus_00634	CDS	903		5.4.99.-	COG0564	Uncharacterized RNA pseudouridine synthase Rv1540
54138_Lkimchicus_00635	CDS	813	ppnKA	2.7.1.23	COG0061	NAD kinase 1
54138_Lkimchicus_00636	CDS	648	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
54138_Lkimchicus_00637	CDS	612	yjbH		COG2761	UPF0413 protein YjbH
54138_Lkimchicus_00638	CDS	468				IS3 family transposase ISWci1
54138_Lkimchicus_00639	CDS	525				IS3 family transposase ISWci1
54138_Lkimchicus_00640	CDS	1812	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
54138_Lkimchicus_00641	CDS	204				hypothetical protein
54138_Lkimchicus_00642	CDS	684	mecA		COG4862	Adapter protein MecA 1
54138_Lkimchicus_00643	CDS	405	spxA_1		COG1393	Regulatory protein Spx
54138_Lkimchicus_00644	CDS	738			COG1234	Uncharacterized protein Rv1339
54138_Lkimchicus_00645	CDS	495				hypothetical protein
54138_Lkimchicus_00646	CDS	1218				hypothetical protein
54138_Lkimchicus_00647	tRNA	78				tRNA-Asp(gtc)
54138_Lkimchicus_00648	tRNA	76				tRNA-Met(cat)
54138_Lkimchicus_00649	tRNA	74				tRNA-Glu(ttc)
54138_Lkimchicus_00650	tRNA	90				tRNA-Ser(gct)
54138_Lkimchicus_00651	tRNA	76				tRNA-Ile(gat)
54138_Lkimchicus_00652	tRNA	71				tRNA-Gly(tcc)
54138_Lkimchicus_00653	tRNA	75				tRNA-Phe(gaa)
54138_Lkimchicus_00654	tRNA	75				tRNA-Asp(gtc)
54138_Lkimchicus_00655	tRNA	76				tRNA-Met(cat)
54138_Lkimchicus_00656	tRNA	90				tRNA-Ser(tga)
54138_Lkimchicus_00657	tRNA	74				tRNA-Met(cat)
54138_Lkimchicus_00658	tRNA	76				tRNA-Met(cat)
