"","qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"263","ASV354","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"264","ASV354","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"265","ASV355","NODE_20_length_935_cov_380.679455",81.081,296,52,4,133,426,345,52,4.28e-62,233
"266","ASV357","NODE_20_length_935_cov_380.679455",83.607,305,40,10,121,420,351,52,1.92e-75,278
"267","ASV361","NODE_20_length_935_cov_380.679455",81.818,297,49,4,131,425,345,52,1.97e-65,244
"268","ASV361","NODE_32_length_255_cov_157.070312",90.667,75,7,0,351,425,2,76,4.52e-22,100
"269","ASV361","NODE_19_length_1017_cov_348.064045",90.667,75,7,0,351,425,2,76,4.52e-22,100
"270","ASV363","NODE_20_length_935_cov_380.679455",92.308,442,34,0,1,442,493,52,0,628
"271","ASV363","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"272","ASV363","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"273","ASV365","NODE_20_length_935_cov_380.679455",81.757,296,50,4,129,422,345,52,1.96e-65,244
"274","ASV368","NODE_20_length_935_cov_380.679455",92.081,442,35,0,1,442,493,52,2.26e-179,623
"275","ASV368","NODE_32_length_255_cov_157.070312",93.421,76,5,0,367,442,1,76,6.04e-26,113
"276","ASV368","NODE_19_length_1017_cov_348.064045",93.421,76,5,0,367,442,1,76,6.04e-26,113
"277","ASV369","NODE_20_length_935_cov_380.679455",81.481,297,50,4,133,427,345,52,9.22e-64,239
"278","ASV369","NODE_32_length_255_cov_157.070312",89.333,75,8,0,353,427,2,76,2.11e-20,95.3
"279","ASV369","NODE_19_length_1017_cov_348.064045",89.333,75,8,0,353,427,2,76,2.11e-20,95.3
"280","ASV371","NODE_20_length_935_cov_380.679455",85.312,320,43,4,103,420,369,52,1.88e-90,327
"281","ASV373","NODE_20_length_935_cov_380.679455",91.256,446,31,8,1,442,493,52,1.06e-172,601
"282","ASV374","NODE_20_length_935_cov_380.679455",92.76,442,32,0,1,442,493,52,0,640
"283","ASV374","NODE_32_length_255_cov_157.070312",97.368,76,2,0,367,442,1,76,6e-31,130
"284","ASV374","NODE_19_length_1017_cov_348.064045",97.368,76,2,0,367,442,1,76,6e-31,130
"285","ASV375","NODE_20_length_935_cov_380.679455",81.757,296,50,4,129,422,345,52,1.96e-65,244
"286","ASV376","NODE_20_length_935_cov_380.679455",91.236,445,33,6,1,442,493,52,1.06e-172,601
"287","ASV376","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"288","ASV376","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"289","ASV377","NODE_20_length_935_cov_380.679455",82.333,300,53,0,118,417,351,52,1.92e-70,261
"290","ASV379","NODE_20_length_935_cov_380.679455",79.932,294,59,0,129,422,345,52,4.27e-57,217
"291","ASV381","NODE_20_length_935_cov_380.679455",83.444,302,46,4,119,418,351,52,1.91e-75,278
"292","ASV382","NODE_20_length_935_cov_380.679455",79.592,294,60,0,129,422,345,52,1.98e-55,211
"293","ASV386","NODE_20_length_935_cov_380.679455",88.009,442,53,0,1,442,493,52,2.36e-149,523
"294","ASV387","NODE_20_length_935_cov_380.679455",92.308,442,34,0,1,442,493,52,0,628
"295","ASV387","NODE_32_length_255_cov_157.070312",93.421,76,5,0,367,442,1,76,6.04e-26,113
"296","ASV387","NODE_19_length_1017_cov_348.064045",93.421,76,5,0,367,442,1,76,6.04e-26,113
"297","ASV388","NODE_20_length_935_cov_380.679455",81.419,296,52,3,134,428,345,52,9.24e-64,239
"298","ASV388","NODE_32_length_255_cov_157.070312",92.105,76,6,0,353,428,1,76,2.72e-24,108
"299","ASV388","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,353,428,1,76,2.72e-24,108
"300","ASV389","NODE_20_length_935_cov_380.679455",80.471,297,53,4,129,423,345,52,9.19e-59,222
"301","ASV389","NODE_32_length_255_cov_157.070312",89.333,75,8,0,349,423,2,76,2.09e-20,95.3
"302","ASV389","NODE_19_length_1017_cov_348.064045",89.333,75,8,0,349,423,2,76,2.09e-20,95.3
"303","ASV391","NODE_20_length_935_cov_380.679455",79.73,296,56,4,138,431,345,52,2.03e-55,211
"304","ASV392","NODE_20_length_935_cov_380.679455",77.703,444,77,15,1,424,493,52,1.18e-67,252
"305","ASV393","NODE_20_length_935_cov_380.679455",82.724,301,50,2,118,417,351,52,4.12e-72,267
"306","ASV399","NODE_20_length_935_cov_380.679455",80.952,294,56,0,129,422,345,52,4.24e-62,233
"307","ASV400","NODE_20_length_935_cov_380.679455",88.235,442,52,0,1,442,493,52,5.06e-151,529
"308","ASV401","NODE_20_length_935_cov_380.679455",78.528,326,58,11,103,422,371,52,3.32e-53,204
"309","ASV402","NODE_20_length_935_cov_380.679455",85.22,318,47,0,100,417,369,52,1.87e-90,327
"310","ASV403","NODE_20_length_935_cov_380.679455",80.339,295,56,2,129,422,345,52,9.17e-59,222
"311","ASV404","NODE_20_length_935_cov_380.679455",81.481,297,50,5,141,435,345,52,9.4e-64,239
"312","ASV404","NODE_32_length_255_cov_157.070312",89.474,76,8,0,360,435,1,76,5.99e-21,97.1
"313","ASV404","NODE_19_length_1017_cov_348.064045",89.474,76,8,0,360,435,1,76,5.99e-21,97.1
"314","ASV407","NODE_20_length_935_cov_380.679455",91.874,443,34,2,1,442,493,52,1.05e-177,617
"315","ASV407","NODE_32_length_255_cov_157.070312",93.421,76,5,0,367,442,1,76,6.04e-26,113
"316","ASV407","NODE_19_length_1017_cov_348.064045",93.421,76,5,0,367,442,1,76,6.04e-26,113
"317","ASV408","NODE_20_length_935_cov_380.679455",76.802,444,90,12,1,433,493,52,3.36e-63,237
"318","ASV409","NODE_20_length_935_cov_380.679455",85.714,301,40,2,118,416,351,52,1.45e-86,315
"319","ASV410","NODE_20_length_935_cov_380.679455",91.48,446,30,8,1,442,493,52,2.27e-174,606
"320","ASV410","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"321","ASV410","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"322","ASV411","NODE_20_length_935_cov_380.679455",77.827,451,82,16,1,442,493,52,5.67e-71,263
"323","ASV413","NODE_20_length_935_cov_380.679455",79.876,323,57,8,104,422,370,52,5.48e-61,230
"324","ASV413","NODE_32_length_255_cov_157.070312",88,75,9,0,348,422,2,76,9.7e-19,89.8
"325","ASV413","NODE_19_length_1017_cov_348.064045",88,75,9,0,348,422,2,76,9.7e-19,89.8
"326","ASV415","NODE_20_length_935_cov_380.679455",94.576,295,14,2,126,419,345,52,8.24e-129,455
"327","ASV415","NODE_32_length_255_cov_157.070312",94.737,76,4,0,344,419,1,76,1.23e-27,119
"328","ASV415","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,344,419,1,76,1.23e-27,119
"329","ASV416","NODE_20_length_935_cov_380.679455",80.405,296,55,3,131,425,345,52,9.24e-59,222
"330","ASV416","NODE_32_length_255_cov_157.070312",88,75,9,0,351,425,2,76,9.77e-19,89.8
"331","ASV416","NODE_19_length_1017_cov_348.064045",88,75,9,0,351,425,2,76,9.77e-19,89.8
"332","ASV417","NODE_20_length_935_cov_380.679455",91.855,442,36,0,1,442,493,52,1.05e-177,617
"333","ASV419","NODE_20_length_935_cov_380.679455",86.456,443,58,2,1,442,493,52,1.11e-137,484
"334","ASV420","NODE_20_length_935_cov_380.679455",81.457,302,54,2,122,422,352,52,5.44e-66,246
"335","ASV423","NODE_20_length_935_cov_380.679455",81.695,295,52,2,129,422,345,52,1.96e-65,244
"336","ASV425","NODE_20_length_935_cov_380.679455",95.254,295,12,2,129,422,345,52,3.84e-132,466
"337","ASV425","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"338","ASV425","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"339","ASV426","NODE_20_length_935_cov_380.679455",95.254,295,12,2,129,422,345,52,3.84e-132,466
"340","ASV426","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"341","ASV426","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"342","ASV427","NODE_20_length_935_cov_380.679455",90.519,443,40,2,1,442,493,52,1.07e-167,584
"343","ASV427","NODE_32_length_255_cov_157.070312",97.368,76,2,0,367,442,1,76,6e-31,130
"344","ASV427","NODE_19_length_1017_cov_348.064045",97.368,76,2,0,367,442,1,76,6e-31,130
"345","ASV428","NODE_20_length_935_cov_380.679455",77.283,449,88,13,1,442,493,52,1.23e-67,252
"346","ASV429","NODE_20_length_935_cov_380.679455",91.011,445,34,6,1,442,493,52,4.92e-171,595
"347","ASV429","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"348","ASV429","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"349","ASV430","NODE_20_length_935_cov_380.679455",81.695,295,52,2,129,422,345,52,1.96e-65,244
"350","ASV431","NODE_20_length_935_cov_380.679455",80.339,295,56,2,129,422,345,52,9.17e-59,222
"351","ASV431","NODE_32_length_255_cov_157.070312",86.667,75,10,0,348,422,2,76,4.51e-17,84.2
"352","ASV431","NODE_19_length_1017_cov_348.064045",86.667,75,10,0,348,422,2,76,4.51e-17,84.2
"353","ASV433","NODE_20_length_935_cov_380.679455",83.498,303,50,0,116,418,354,52,4.1e-77,283
"354","ASV434","NODE_20_length_935_cov_380.679455",82.183,449,67,9,1,443,493,52,2.52e-104,374
"355","ASV435","NODE_20_length_935_cov_380.679455",82.653,294,51,0,129,422,345,52,1.94e-70,261
"356","ASV435","NODE_32_length_255_cov_157.070312",90.789,76,7,0,347,422,1,76,1.25e-22,102
"357","ASV435","NODE_19_length_1017_cov_348.064045",90.789,76,7,0,347,422,1,76,1.25e-22,102
"358","ASV437","NODE_20_length_935_cov_380.679455",92.584,445,27,6,1,442,493,52,0,634
"359","ASV437","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"360","ASV437","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"361","ASV440","NODE_20_length_935_cov_380.679455",80.952,294,56,0,129,422,345,52,4.24e-62,233
"362","ASV442","NODE_20_length_935_cov_380.679455",78.571,322,65,4,103,422,371,52,7.14e-55,209
"363","ASV443","NODE_20_length_935_cov_380.679455",91.928,446,28,8,1,442,493,52,1.05e-177,617
"364","ASV443","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"365","ASV443","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"366","ASV445","NODE_20_length_935_cov_380.679455",91.256,446,31,8,1,442,493,52,1.06e-172,601
"367","ASV445","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"368","ASV445","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"369","ASV447","NODE_20_length_935_cov_380.679455",91.855,442,36,0,1,442,493,52,1.05e-177,617
"370","ASV449","NODE_20_length_935_cov_380.679455",76.392,449,92,10,1,442,493,52,5.75e-61,230
"371","ASV450","NODE_20_length_935_cov_380.679455",91.48,446,30,8,1,442,493,52,2.27e-174,606
"372","ASV450","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"373","ASV450","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"374","ASV451","NODE_20_length_935_cov_380.679455",79.322,295,59,2,129,422,345,52,9.23e-54,206
"375","ASV455","NODE_20_length_935_cov_380.679455",92.601,446,25,8,1,442,493,52,0,634
"376","ASV455","NODE_32_length_255_cov_157.070312",100,76,0,0,367,442,1,76,2.77e-34,141
"377","ASV455","NODE_19_length_1017_cov_348.064045",100,76,0,0,367,442,1,76,2.77e-34,141
"378","ASV457","NODE_20_length_935_cov_380.679455",90.562,445,36,6,1,442,493,52,1.07e-167,584
"379","ASV457","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"380","ASV457","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"381","ASV458","NODE_20_length_935_cov_380.679455",92.777,443,30,2,1,442,493,52,0,640
"382","ASV458","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"383","ASV458","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"384","ASV459","NODE_20_length_935_cov_380.679455",96.84,443,12,2,1,442,493,52,0,739
"385","ASV459","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"386","ASV459","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"387","ASV460","NODE_20_length_935_cov_380.679455",91.892,444,33,2,1,443,493,52,1.05e-177,617
"388","ASV460","NODE_32_length_255_cov_157.070312",96.053,76,3,0,368,443,1,76,2.8e-29,124
"389","ASV460","NODE_19_length_1017_cov_348.064045",96.053,76,3,0,368,443,1,76,2.8e-29,124
"390","ASV461","NODE_20_length_935_cov_380.679455",79.461,297,55,4,129,422,345,52,9.23e-54,206
"391","ASV466","NODE_20_length_935_cov_380.679455",83.498,303,50,0,116,418,354,52,4.1e-77,283
"392","ASV467","NODE_20_length_935_cov_380.679455",79.592,294,60,0,129,422,345,52,1.98e-55,211
"393","ASV468","NODE_20_length_935_cov_380.679455",85.523,449,51,14,1,442,493,52,2.42e-129,457
"394","ASV469","NODE_20_length_935_cov_380.679455",90.807,446,33,8,1,442,493,52,2.29e-169,590
"395","ASV470","NODE_20_length_935_cov_380.679455",91.648,443,35,2,1,442,493,52,4.89e-176,612
"396","ASV470","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"397","ASV470","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"398","ASV471","NODE_20_length_935_cov_380.679455",79.012,324,60,8,103,422,371,52,1.53e-56,215
"399","ASV472","NODE_20_length_935_cov_380.679455",91.855,442,36,0,1,442,493,52,1.05e-177,617
"400","ASV473","NODE_20_length_935_cov_380.679455",77.95,322,67,4,103,422,371,52,1.54e-51,198
"401","ASV474","NODE_20_length_935_cov_380.679455",78.878,303,61,3,119,419,353,52,1.19e-52,202
"402","ASV476","NODE_20_length_935_cov_380.679455",79.876,323,59,6,103,422,371,52,1.52e-61,231
"403","ASV478","NODE_20_length_935_cov_380.679455",80,295,57,2,129,422,345,52,4.27e-57,217
"404","ASV479","NODE_20_length_935_cov_380.679455",85.333,450,50,15,1,442,493,52,1.13e-127,451
"405","ASV480","NODE_20_length_935_cov_380.679455",84.277,318,50,0,100,417,369,52,1.88e-85,311
"406","ASV481","NODE_20_length_935_cov_380.679455",92.152,446,27,8,1,442,493,52,2.26e-179,623
"407","ASV481","NODE_32_length_255_cov_157.070312",97.368,76,2,0,367,442,1,76,6e-31,130
"408","ASV481","NODE_19_length_1017_cov_348.064045",97.368,76,2,0,367,442,1,76,6e-31,130
"409","ASV482","NODE_20_length_935_cov_380.679455",80.731,301,54,4,120,418,350,52,1.51e-61,231
"410","ASV483","NODE_20_length_935_cov_380.679455",80.471,297,52,6,143,436,345,52,9.49e-59,222
"411","ASV485","NODE_20_length_935_cov_380.679455",81.419,296,51,4,133,426,345,52,9.19e-64,239
"412","ASV487","NODE_20_length_935_cov_380.679455",85.382,301,42,2,118,417,351,52,1.88e-85,311
"413","ASV488","NODE_20_length_935_cov_380.679455",89.819,442,45,0,1,442,493,52,1.07e-162,568
"414","ASV489","NODE_20_length_935_cov_380.679455",77.753,445,73,20,1,422,493,52,4.21e-67,250
"415","ASV490","NODE_20_length_935_cov_380.679455",83.051,295,48,2,124,417,345,52,4.12e-72,267
"416","ASV492","NODE_20_length_935_cov_380.679455",81.293,294,55,0,129,422,345,52,9.1e-64,239
"417","ASV494","NODE_20_length_935_cov_380.679455",91.667,444,34,2,1,443,493,52,4.9e-176,612
"418","ASV494","NODE_32_length_255_cov_157.070312",94.737,76,4,0,368,443,1,76,1.3e-27,119
"419","ASV494","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,368,443,1,76,1.3e-27,119
"420","ASV497","NODE_20_length_935_cov_380.679455",81.757,296,50,4,129,422,345,52,1.96e-65,244
"421","ASV498","NODE_20_length_935_cov_380.679455",92.099,443,33,2,1,442,493,52,2.26e-179,623
"422","ASV498","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"423","ASV498","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"424","ASV499","NODE_20_length_935_cov_380.679455",81.017,295,54,2,140,433,345,52,4.35e-62,233
"425","ASV502","NODE_20_length_935_cov_380.679455",85.714,301,41,2,118,417,351,52,4.04e-87,316
"426","ASV504","NODE_20_length_935_cov_380.679455",79.798,297,54,6,129,422,345,52,1.98e-55,211
"427","ASV506","NODE_20_length_935_cov_380.679455",86.712,444,55,4,1,442,493,52,2.39e-139,490
"428","ASV507","NODE_20_length_935_cov_380.679455",91.928,446,28,8,1,442,493,52,1.05e-177,617
"429","ASV507","NODE_32_length_255_cov_157.070312",96.053,76,3,0,367,442,1,76,2.79e-29,124
"430","ASV507","NODE_19_length_1017_cov_348.064045",96.053,76,3,0,367,442,1,76,2.79e-29,124
"431","ASV510","NODE_20_length_935_cov_380.679455",80.135,297,54,5,129,423,345,52,4.28e-57,217
"432","ASV511","NODE_20_length_935_cov_380.679455",81.356,295,53,2,129,422,345,52,9.1e-64,239
"433","ASV513","NODE_20_length_935_cov_380.679455",81.518,303,51,5,118,418,351,52,1.94e-65,244
"434","ASV514","NODE_20_length_935_cov_380.679455",87.585,443,29,16,1,418,493,52,2.25e-139,490
"435","ASV514","NODE_32_length_255_cov_157.070312",94.737,76,4,0,343,418,1,76,1.22e-27,119
"436","ASV514","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,343,418,1,76,1.22e-27,119
"437","ASV516","NODE_20_length_935_cov_380.679455",81.695,295,52,2,149,442,345,52,2.05e-65,244
"438","ASV518","NODE_20_length_935_cov_380.679455",80.272,294,58,0,129,422,345,52,9.17e-59,222
"439","ASV519","NODE_20_length_935_cov_380.679455",92.76,442,32,0,1,442,493,52,0,640
"440","ASV519","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"441","ASV519","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"442","ASV522","NODE_20_length_935_cov_380.679455",81.419,296,51,4,133,426,345,52,9.19e-64,239
"443","ASV523","NODE_20_length_935_cov_380.679455",81.757,296,50,4,129,422,345,52,1.96e-65,244
"444","ASV523","NODE_32_length_255_cov_157.070312",88,75,9,0,348,422,2,76,9.7e-19,89.8
"445","ASV523","NODE_19_length_1017_cov_348.064045",88,75,9,0,348,422,2,76,9.7e-19,89.8
"446","ASV525","NODE_20_length_935_cov_380.679455",80,305,51,10,118,417,351,52,4.21e-57,217
"447","ASV527","NODE_20_length_935_cov_380.679455",80,295,57,2,129,422,345,52,4.27e-57,217
"448","ASV527","NODE_32_length_255_cov_157.070312",85.333,75,11,0,348,422,2,76,2.1e-15,78.7
"449","ASV527","NODE_19_length_1017_cov_348.064045",85.333,75,11,0,348,422,2,76,2.1e-15,78.7
"450","ASV529","NODE_20_length_935_cov_380.679455",90.068,443,42,2,1,442,493,52,2.31e-164,573
"451","ASV529","NODE_32_length_255_cov_157.070312",97.368,76,2,0,367,442,1,76,6e-31,130
"452","ASV529","NODE_19_length_1017_cov_348.064045",97.368,76,2,0,367,442,1,76,6e-31,130
"453","ASV534","NODE_20_length_935_cov_380.679455",80.592,304,57,2,120,422,354,52,4.24e-62,233
"454","ASV535","NODE_20_length_935_cov_380.679455",79.73,296,56,4,129,422,345,52,1.98e-55,211
"455","ASV537","NODE_20_length_935_cov_380.679455",78.571,322,65,4,103,422,371,52,7.14e-55,209
"456","ASV539","NODE_20_length_935_cov_380.679455",82.895,304,51,1,120,423,354,52,9e-74,272
"457","ASV541","NODE_20_length_935_cov_380.679455",80.272,294,58,0,129,422,345,52,9.17e-59,222
"458","ASV543","NODE_20_length_935_cov_380.679455",81.757,296,50,4,135,428,345,52,1.99e-65,244
"459","ASV544","NODE_20_length_935_cov_380.679455",81.188,303,57,0,120,422,354,52,1.96e-65,244
"460","ASV545","NODE_20_length_935_cov_380.679455",82.492,297,46,6,129,422,345,52,9.04e-69,255
"461","ASV545","NODE_32_length_255_cov_157.070312",92.105,76,6,0,347,422,1,76,2.68e-24,108
"462","ASV545","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,347,422,1,76,2.68e-24,108
"463","ASV546","NODE_20_length_935_cov_380.679455",81.419,296,51,4,131,424,345,52,9.15e-64,239
"464","ASV547","NODE_20_length_935_cov_380.679455",82.653,294,51,0,129,422,345,52,1.94e-70,261
"465","ASV547","NODE_32_length_255_cov_157.070312",90.789,76,7,0,347,422,1,76,1.25e-22,102
"466","ASV547","NODE_19_length_1017_cov_348.064045",90.789,76,7,0,347,422,1,76,1.25e-22,102
"467","ASV549","NODE_20_length_935_cov_380.679455",84.106,302,44,4,119,418,351,52,8.82e-79,289
"468","ASV550","NODE_20_length_935_cov_380.679455",77.528,445,78,16,1,426,493,52,1.53e-66,248
"469","ASV552","NODE_20_length_935_cov_380.679455",81.356,295,53,2,129,422,345,52,9.1e-64,239
"470","ASV553","NODE_20_length_935_cov_380.679455",80.612,294,57,0,133,426,345,52,1.99e-60,228
"471","ASV554","NODE_20_length_935_cov_380.679455",79.418,447,82,7,1,442,493,52,2.58e-84,307
"472","ASV554","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"473","ASV554","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"474","ASV555","NODE_20_length_935_cov_380.679455",92.152,446,27,8,1,442,493,52,2.26e-179,623
"475","ASV555","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"476","ASV555","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"477","ASV556","NODE_20_length_935_cov_380.679455",82.313,294,52,0,129,422,345,52,9.04e-69,255
"478","ASV559","NODE_20_length_935_cov_380.679455",95.254,295,12,2,129,422,345,52,3.84e-132,466
"479","ASV559","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"480","ASV559","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"481","ASV561","NODE_20_length_935_cov_380.679455",80,295,57,2,129,422,345,52,4.27e-57,217
"482","ASV562","NODE_20_length_935_cov_380.679455",81.633,294,54,0,129,422,345,52,1.96e-65,244
"483","ASV562","NODE_32_length_255_cov_157.070312",89.333,75,8,0,348,422,2,76,2.09e-20,95.3
"484","ASV562","NODE_19_length_1017_cov_348.064045",89.333,75,8,0,348,422,2,76,2.09e-20,95.3
"485","ASV564","NODE_20_length_935_cov_380.679455",78.747,447,85,7,1,442,493,52,2.6e-79,291
"486","ASV565","NODE_20_length_935_cov_380.679455",92.601,446,25,8,1,442,493,52,0,634
"487","ASV565","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"488","ASV565","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"489","ASV566","NODE_20_length_935_cov_380.679455",83.673,294,48,0,129,422,345,52,1.93e-75,278
